PLAYER_NAME,TEAM_NAME,ACTION_TYPE,SHOT_ZONE_BASIC,LOC_X,LOC_Y,SHOT_MADE_FLAG
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-2,8,1
LeBron James,Cleveland Cavaliers,Layup Shot,Restricted Area,-12,10,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,5,26,1
LeBron James,Cleveland Cavaliers,Running Finger Roll Layup Shot,Restricted Area,-9,16,1
LeBron James,Cleveland Cavaliers,Cutting Layup Shot,Restricted Area,6,15,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),-6,46,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-32,254,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),40,29,0
LeBron James,Cleveland Cavaliers,Turnaround Jump Shot,Above the Break 3,-88,253,0
LeBron James,Cleveland Cavaliers,Jump Shot,Mid-Range,42,164,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,-5,-3,1
LeBron James,Cleveland Cavaliers,Layup Shot,Restricted Area,-1,22,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-161,43,0
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-236,123,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-141,222,0
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-109,120,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,149,247,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-167,200,0
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,Mid-Range,104,104,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-25,14,1
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,Restricted Area,-32,22,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-19,0,1
LeBron James,Cleveland Cavaliers,Jump Shot,Left Corner 3,-231,20,0
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,Mid-Range,-101,105,1
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,In The Paint (Non-RA),2,127,1
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,17,27,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-13,8,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Mid-Range,-153,121,1
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,-9,4,1
LeBron James,Cleveland Cavaliers,Turnaround Hook Shot,In The Paint (Non-RA),14,44,0
LeBron James,Cleveland Cavaliers,Cutting Layup Shot,Restricted Area,20,5,0
LeBron James,Cleveland Cavaliers,Floating Jump shot,In The Paint (Non-RA),-67,130,0
LeBron James,Cleveland Cavaliers,Cutting Layup Shot,Restricted Area,12,4,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-131,254,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-56,260,0
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,6,16,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-12,2,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,136,239,0
LeBron James,Cleveland Cavaliers,Floating Jump shot,Restricted Area,16,30,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Mid-Range,-183,-5,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),0,52,0
LeBron James,Cleveland Cavaliers,Layup Shot,Restricted Area,26,25,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,12,36,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),-26,31,0
LeBron James,Cleveland Cavaliers,Putback Layup Shot,Restricted Area,12,3,1
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,3,8,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-199,150,1
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),32,72,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Mid-Range,-59,142,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-106,-4,0
LeBron James,Cleveland Cavaliers,Jump Shot,Left Corner 3,-237,-2,1
LeBron James,Cleveland Cavaliers,Turnaround Jump Shot,Mid-Range,161,106,0
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,182,195,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-141,197,0
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,Mid-Range,-90,-2,1
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,-7,4,1
LeBron James,Cleveland Cavaliers,Jump Shot,Mid-Range,201,50,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,10,200,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,-163,142,0
LeBron James,Cleveland Cavaliers,Pullup Jump shot,In The Paint (Non-RA),-3,128,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,80,274,0
LeBron James,Cleveland Cavaliers,Driving Dunk Shot,Restricted Area,9,7,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-14,12,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-2,10,0
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,In The Paint (Non-RA),-43,52,0
LeBron James,Cleveland Cavaliers,Tip Layup Shot,Restricted Area,0,-6,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway Bank Jump Shot,Mid-Range,53,143,0
LeBron James,Cleveland Cavaliers,Layup Shot,Restricted Area,14,11,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-208,176,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-198,181,1
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,Mid-Range,-90,34,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,-82,169,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,In The Paint (Non-RA),-44,64,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,125,152,0
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-84,250,1
LeBron James,Cleveland Cavaliers,Running Pull-Up Jump Shot,Above the Break 3,49,264,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,13,11,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-139,227,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),2,122,0
LeBron James,Cleveland Cavaliers,Cutting Dunk Shot,Restricted Area,7,16,1
LeBron James,Cleveland Cavaliers,Running Pull-Up Jump Shot,Above the Break 3,175,209,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Mid-Range,-18,215,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,3,20,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-95,120,0
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-105,247,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,167,188,0
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-123,173,0
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-93,259,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,-145,226,0
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,-6,5,1
LeBron James,Cleveland Cavaliers,Turnaround Fadeaway shot,Mid-Range,-128,71,1
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,In The Paint (Non-RA),-79,40,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,-87,160,0
LeBron James,Cleveland Cavaliers,Driving Floating Bank Jump Shot,In The Paint (Non-RA),-77,42,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,-1,22,1
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,12,24,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,78,255,1
LeBron James,Cleveland Cavaliers,Running Jump Shot,In The Paint (Non-RA),-3,46,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,116,176,1
LeBron James,Cleveland Cavaliers,Driving Dunk Shot,Restricted Area,6,15,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,-161,136,1
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,Mid-Range,-114,100,0
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Restricted Area,13,10,1
LeBron James,Cleveland Cavaliers,Driving Finger Roll Layup Shot,Mid-Range,90,36,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-19,25,0
LeBron James,Cleveland Cavaliers,Tip Layup Shot,Restricted Area,0,-6,1
LeBron James,Cleveland Cavaliers,Running Pull-Up Jump Shot,Mid-Range,-4,230,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,8,278,1
LeBron James,Cleveland Cavaliers,Jump Shot,In The Paint (Non-RA),-40,113,0
LeBron James,Cleveland Cavaliers,Turnaround Jump Shot,In The Paint (Non-RA),-39,101,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-174,279,1
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),-12,60,0
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,176,201,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),-54,104,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,In The Paint (Non-RA),-32,46,0
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-2,273,0
LeBron James,Cleveland Cavaliers,Cutting Dunk Shot,Restricted Area,2,33,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,9,22,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-116,237,0
LeBron James,Cleveland Cavaliers,Driving Reverse Layup Shot,Restricted Area,3,23,1
LeBron James,Cleveland Cavaliers,Driving Dunk Shot,Restricted Area,4,16,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,13,26,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),3,46,1
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,Mid-Range,-68,160,0
LeBron James,Cleveland Cavaliers,Driving Floating Jump Shot,Mid-Range,-93,164,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),-16,67,0
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-65,300,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,9,24,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-18,24,1
LeBron James,Cleveland Cavaliers,Running Alley Oop Layup Shot,Restricted Area,-2,17,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Mid-Range,1,203,0
LeBron James,Cleveland Cavaliers,Hook Shot,Restricted Area,-2,38,0
LeBron James,Cleveland Cavaliers,Hook Shot,In The Paint (Non-RA),-6,55,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),9,73,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,In The Paint (Non-RA),-6,41,0
LeBron James,Cleveland Cavaliers,Running Layup Shot,Restricted Area,-4,15,1
LeBron James,Cleveland Cavaliers,Jump Shot,Mid-Range,175,27,0
LeBron James,Cleveland Cavaliers,Driving Reverse Layup Shot,Restricted Area,-15,16,1
LeBron James,Cleveland Cavaliers,Step Back Jump shot,Above the Break 3,-150,215,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-3,11,1
LeBron James,Cleveland Cavaliers,Jump Shot,Above the Break 3,228,131,0
LeBron James,Cleveland Cavaliers,Fadeaway Jump Shot,Above the Break 3,8,286,1
LeBron James,Cleveland Cavaliers,Driving Layup Shot,Restricted Area,-3,8,1
LeBron James,Cleveland Cavaliers,Pullup Jump shot,Above the Break 3,-17,289,1
LeBron James,Cleveland Cavaliers,Driving Dunk Shot,Restricted Area,-5,13,1
LeBron James,Cleveland Cavaliers,Jump Shot,In The Paint (Non-RA),-25,38,0
LeBron James,Cleveland Cavaliers,Driving Layup Shot,In The Paint (Non-RA),-18,39,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-127,237,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,66,194,1
Kevin Durant,Golden State Warriors,Turnaround Jump Shot,In The Paint (Non-RA),9,73,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-91,239,1
Kevin Durant,Golden State Warriors,Turnaround Fadeaway shot,Mid-Range,-150,89,1
Kevin Durant,Golden State Warriors,Fadeaway Jump Shot,Mid-Range,132,121,1
Kevin Durant,Golden State Warriors,Jump Shot,In The Paint (Non-RA),74,125,0
Kevin Durant,Golden State Warriors,Dunk Shot,Restricted Area,11,5,1
Kevin Durant,Golden State Warriors,Alley Oop Layup shot,Restricted Area,-5,24,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,110,134,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-107,260,0
Kevin Durant,Golden State Warriors,Turnaround Fadeaway shot,Mid-Range,-106,115,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,15,168,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),-11,125,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,119,247,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-107,138,0
Kevin Durant,Golden State Warriors,Floating Jump shot,In The Paint (Non-RA),-3,65,1
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,29,182,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,5,166,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-98,92,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,139,112,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,44,273,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-64,236,0
Kevin Durant,Golden State Warriors,Turnaround Fadeaway shot,Mid-Range,128,56,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-102,236,0
Kevin Durant,Golden State Warriors,Driving Reverse Layup Shot,Restricted Area,22,10,1
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,-76,156,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-158,209,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),-52,124,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,153,226,0
Kevin Durant,Golden State Warriors,Running Jump Shot,Above the Break 3,141,214,1
Kevin Durant,Golden State Warriors,Jump Shot,In The Paint (Non-RA),5,105,0
Kevin Durant,Golden State Warriors,Step Back Jump shot,Above the Break 3,-132,244,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-144,249,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,194,185,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-70,175,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-102,82,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),17,84,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,103,131,0
Kevin Durant,Golden State Warriors,Cutting Dunk Shot,Restricted Area,-6,11,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,83,239,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,139,226,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,47,162,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,70,248,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,11,158,1
Kevin Durant,Golden State Warriors,Driving Layup Shot,Mid-Range,-87,43,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-89,240,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,-23,155,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-165,8,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,-117,95,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-105,241,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-115,238,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,84,88,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-162,210,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-24,258,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,6,260,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,197,78,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),-13,90,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,2,262,0
Kevin Durant,Golden State Warriors,Driving Layup Shot,Restricted Area,33,17,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),40,122,0
Kevin Durant,Golden State Warriors,Driving Dunk Shot,Restricted Area,-5,13,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-193,205,0
Kevin Durant,Golden State Warriors,Driving Reverse Layup Shot,Restricted Area,3,3,1
Kevin Durant,Golden State Warriors,Driving Floating Jump Shot,In The Paint (Non-RA),9,41,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,-138,174,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,124,239,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,9,172,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,177,197,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,106,125,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-111,238,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-61,254,0
Kevin Durant,Golden State Warriors,Step Back Jump shot,Mid-Range,-119,106,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,160,220,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,-93,194,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,180,195,1
Kevin Durant,Golden State Warriors,Putback Layup Shot,Restricted Area,0,-6,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,In The Paint (Non-RA),-70,110,0
Kevin Durant,Golden State Warriors,Driving Layup Shot,Restricted Area,-18,15,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-94,242,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,0,279,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-157,210,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,11,189,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,115,1,1
Kevin Durant,Golden State Warriors,Running Jump Shot,Above the Break 3,139,222,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-140,225,0
Kevin Durant,Golden State Warriors,Pullup Jump shot,Mid-Range,14,158,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,6,258,0
Kevin Durant,Golden State Warriors,Running Dunk Shot,Restricted Area,-6,10,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-87,236,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,141,211,0
Kevin Durant,Golden State Warriors,Layup Shot,Restricted Area,15,27,0
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,-73,251,1
Kevin Durant,Golden State Warriors,Jump Shot,In The Paint (Non-RA),-35,96,0
Kevin Durant,Golden State Warriors,Turnaround Jump Shot,Mid-Range,-123,126,1
Kevin Durant,Golden State Warriors,Turnaround Jump Shot,Mid-Range,123,123,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,165,205,0
Kevin Durant,Golden State Warriors,Driving Dunk Shot,Restricted Area,-5,26,1
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,58,173,0
Kevin Durant,Golden State Warriors,Fadeaway Jump Shot,Mid-Range,82,174,1
Kevin Durant,Golden State Warriors,Driving Dunk Shot,Restricted Area,6,16,1
Kevin Durant,Golden State Warriors,Jump Shot,Above the Break 3,162,218,0
Kevin Durant,Golden State Warriors,Jump Shot,In The Paint (Non-RA),44,123,1
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,70,181,0
Kevin Durant,Golden State Warriors,Cutting Layup Shot,Restricted Area,2,21,1
Kevin Durant,Golden State Warriors,Jump Shot,In The Paint (Non-RA),26,89,0
Kevin Durant,Golden State Warriors,Tip Layup Shot,Restricted Area,0,-6,0
Kevin Durant,Golden State Warriors,Tip Layup Shot,Restricted Area,-2,7,0
Kevin Durant,Golden State Warriors,Fadeaway Jump Shot,Above the Break 3,-169,206,1
Kevin Durant,Golden State Warriors,Fadeaway Jump Shot,Mid-Range,124,133,1
Kevin Durant,Golden State Warriors,Pullup Jump shot,Above the Break 3,-71,277,0
Kevin Durant,Golden State Warriors,Jump Shot,Mid-Range,102,122,0
